Nombre del Producto,Identificador (No Cambiar),Es un Servicio,Se Vende,Descripción,Categoría,Marca,Unidad de Venta,Código de Barras,SKU,Variantes de Tamaño,Variantes de Color,Variantes de Material,Variantes de Estilo,Usa Lotes,Lote,Fabricación del Lote,Caducidad del Lote,Utiliza Stock,Stock Total ,Stock Mínimo ,Stock Apartado ,Ubicación ,Precio Público,Precio PERSONAL,Precio DESCUENTO PROMOCION,Costo,Impuestos,IVA,IEPS,Clave SAT,Receta Médica,Catálogo en Línea
AMBROXOL 30MG TABLETA ,ambroxol-30mg-tableta,No,Si,BRULUART,MEDICAMENTO,,Unidad,7501537102111,,,,,,Si,,,,Si,0.00,,,,$ 66.00,$ 8.80,,$ 8.80,No,,,,No,Si
AMBROXOL 30MG TABLETA ,ambroxol-30mg-tableta_2,No,Si,BIOMEP,MEDICAMENTO,,Unidad,7501573900337,,,,,,Si,,,,Si,0.00,,,,$ 66.00,$ 10.00,,$ 8.29,No,,,,No,Si
AMBROXOL 30 mg COMPRIMIDOS,ambroxol_3,No,Si,,MEDICAMENTO,BIORESEARCH,Unidad,7501563381573,,,,,,Si,,,,Si,0.00,,,,$ 66.00,$ 10.00,,$ 9.00,No,,,,No,Si
AMBROXOL 300MG/mL SOLUCION,ambroxol,No,Si,,MEDICAMENTO,COLLIN´S,Unidad,780083140960,,,,,,Si,25141461,,01/06/2027,Si,0.00,,0.00,,$ 88.00,$ 26.00,,$ 25.69,No,,,,No,Si
AMBROXOL 300 MG/100 mL SOLUCION,ambroxol-300-mg-100-ml-solucion,No,Si,BRULUART,MEDICAMENTO,BRULUART,Unidad,7501537101886,,,,,,Si,2503147,,04/03/2027,Si,0.00,,0.00,,$ 88.00,$ 16.00,,$ 15.19,No,,,,No,Si
AMBROXOL 15MG/5ML SOLUCION ,ambroxol-15mg-5ml-solucion,No,Si,DEGORT'S/CHEMICAL,MEDICAMENTO,,Unidad,7501825300359,,,,,,Si,,,,Si,0.00,,,,$ 88.00,$ 21.00,,$ 20.09,No,,,,No,Si
AMBROXOL 15MG/5ML SOLUCION,ambroxol-15mg5ml-solucion,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573902706,,,,,,Si,,,,Si,0.00,,,,$ 88.00,$ 14.00,,$ 13.99,No,,,,No,Si
AMBROXOL 0.300 G/ML SOLUCION,ambroxol_2,No,Si,,MEDICAMENTO,NOVAG,Unidad,7501075713459,,,,,,Si,430234,,01/10/2026,Si,1.00,,0.00,,$ 88.00,$ 13.00,,$ 12.79,No,,,,No,Si
AMANTADINA/ CLORFENAMINA/ PARACETAMOL 50MG/3MG/300MG TABLETA,amantadina-clorfenamina-paracetamol-50mg-3mg-300mg-tableta,No,Si,WERMAR ,MEDICAMENTO,WERMAR,Unidad,7503003738404,,,,,,Si,241656,,01/12/2026,Si,0.00,,0.00,,$ 88.00,$ 28.00,,$ 27.59,No,,,,No,Si
"AMANTADINA, CLORFENAMINA, PARACETAMOL 0.5/0.02G/3.0G/100 ML JARABE",amantadina-clorfenamina-paracetamol-05002g30g100-ml-jarabe,No,Si,APOTEX,MEDICAMENTO,,Unidad,7501277031566,,,,,,Si,,,,Si,0.00,,,,$ 104.00,$ 33.00,,$ 32.69,No,,,,No,Si
ALUMINIO/ MAGNESIO/ METOCLOPRAMIDA/ DIMETICONA 200MG/200MG/10MG/50MG TABLETA,aluminio-magnesio-metoclopramida-dimeticona-200mg-200mg-10mg-50mg-tableta,No,Si,DEGORT'S CHEMICAL- (ESPRADEN),MEDICAMENTO,,Unidad,7501825305200,,,,,,Si,,,,Si,0.00,,,,$ 125.00,$ 38.00,,$ 37.79,No,,,,No,Si
ALOPURINOL 300 MG TABLETAS,alopurinol-300-mg-tabletas,No,Si,BRULUART,MEDICAMENTO,BRULUART,Unidad,7502208894946,,,,,,Si,5111518,,01/11/2027,Si,2.00,,0.00,,$ 98.00,$ 20.00,,$ 19.19,No,,,,No,Si
ALOPURINOL 300MG TABLETA,alopurinol-300mg-tableta,No,Si,RAAM,MEDICAMENTO,RAAM,Unidad,7502227871317,,,,,,Si,RRR362,,01/03/2027,Si,0.00,,0.00,,$ 98.00,$ 22.00,,$ 21.09,No,,,,No,Si
ALGODON PLISADO (MEDIANO),algodon-plisado-mediano,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,0.00,0.00,,,$ 90.00,$ 19.00,,$ 18.90,No,,,,No,Si
ALGODON PLISADO (GRANDE),algodon-plisado-grande_2,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,2.00,0.00,,,$ 110.00,$ 54.00,,$ 53.93,No,,,,No,Si
ALGODON PLISADO (CHICO),algodon-plisado,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,0.00,0.00,,,$ 75.00,$ 14.00,,$ 13.56,No,,,,No,Si
ALGESTRONA/ ESTRADIOL 150MG-10MG/1ML INYECTABLE,algestrona-estradiol-150mg-10mg-1ml-inyectable,No,Si,SON'S,MEDICAMENTO,,Unidad,7502001165311,,,,,,Si,,,,Si,0.00,,,,$ 115.00,$ 35.00,,$ 35.00,No,,,,No,Si
ALCOHOL CHICO,alcohol-chico,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,0.00,0.00,,,$ 35.00,$ 9.00,,$ 8.11,No,,,,No,Si
ALBENDAZOL 200MG TABLETA,albendazol-200mg-tableta,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075715927,,,,,,Si,,,,Si,0.00,,,,$ 65.00,$ 10.00,,$ 9.69,No,,,,No,Si
AGUA 600ML ,agua-de-600ml,No,Si,,OTROS,,Unidad,,,,,,,No,,,,Si,0.00,,,,$ 12.00,$ 7.00,,$ 7.00,No,,,,No,Si
AGUA 1500ML,agua-1500ml,No,Si,,OTROS,,Unidad,,,,,,,No,,,,Si,0.00,,,,$ 22.00,$ 12.00,,$ 12.00,No,,,,No,Si
AGUA 1200ML ,agua-1200ml,No,Si,,OTROS,,Unidad,,,,,,,No,,,,Si,0.00,,,,$ 19.00,$ 11.00,,$ 10.50,No,,,,No,Si
AGUA 1000ML,agua-1000ml,No,Si,,OTROS,,Unidad,,,,,,,No,,,,Si,9.00,,,,$ 17.00,$ 8.00,,$ 7.50,No,,,,No,Si
AESCULUS HIPPOCASTANUM 166.60MG CAPSULA (ALEVARIN),aesculus-hippocastanum-166-60mg-capsula,No,Si,BIOFARMA NATURAL (ALEVARIN),MEDICAMENTO,BIOFARMA,Unidad,7501590281105,,,,,,Si,25M01222,,01/03/2027,Si,2.00,,0.00,,$ 200.00,$ 66.00,,$ 65.79,No,,,,No,Si
ACIDO NALIDIXICO/ FENAZOPIRIDINA 500MG/50 MG TABLETA,acido-nalidixico-fenazopiridina-500mg-50-mg-tableta,No,Si,LIFERPAL,ANTIBIOTICO,DEGORT´S CHEMICAL,Unidad,7501825300038,,,,,,Si,943B,,01/12/2027,Si,1.00,,0.00,,$ 160.00,$ 72.00,,$ 71.69,No,,,,Si,Si
ACIDO GLUTAMICO/ COMPLEJO B/ VITAMINA C 0.62G TABLETA,acido-glutamico-complejo-b-vitamina-c-0-62g-tableta,No,Si,BIOFARMA NATURAL (GLUTAMAX),MEDICAMENTO,,Unidad,7501590210075,,,,,,Si,,,,Si,0.00,,,,$ 135.00,$ 51.00,,$ 50.88,No,,,,No,Si
ACIDO FOLICO 400MCG TABLETA,acido-folico-400mcg-tableta,No,Si,BIOFARMA NATURAL,MEDICAMENTO,,Unidad,7501590222214,,,,,,Si,,,,Si,0.00,,,,$ 88.00,$ 20.00,,$ 19.39,No,,,,No,Si
ACIDO ASCORBICO 2000MG TABLETA EFERVESCENTE,acido-ascorbico-2g-tableta-efervescente,No,Si,SERRAL,MEDICAMENTO,SERRAL,Unidad,7501258207010,,,,,,Si,251198,,01/07/2027,Si,1.00,,0.00,,$ 148.00,$ 61.00,,$ 60.79,No,,,,No,Si
ACIDO ASCORBICO 1G TABLETA EFERVESCENTE,acido-ascorbico-1g-tableta-efervecente,No,Si,QUIMPHARMA,MEDICAMENTO,SERRAL,Unidad,7501258206723,,,,,,Si,250716,,01/05/2027,Si,1.00,,0.00,,$ 118.00,$ 46.00,,$ 45.19,No,,,,No,Si
ÁCIDO ACETILSALICÍLICO 100MG TABLETA,acido-acetilsalicilico-100mg-tabletas,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216798373,,,,,,Si,5DM161A,,01/04/2027,Si,0.00,,0.00,,$ 83.00,$ 17.00,,$ 16.49,No,,,,No,Si
ACIDO ACETILSALICILICO 100MG TABLETA ,acido-acetilsalicilico-100mg-tableta,No,Si,AVIVIA,MEDICAMENTO,,Unidad,7502216804869,,,,,,Si,,,,Si,0.00,,,,$ 83.00,$ 15.00,,$ 14.79,No,,,,No,Si
ACIDO ACETILSALICILICO 100MG TABLETA,acido-acetilsalicilico-100mg-tableta_2,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216790155,,,,,,Si,,,,Si,0.00,,,,$ 83.00,$ 15.00,,$ 14.19,No,,,,No,Si
ACIDO ACETILSALICILICO 100MG COMPRIMIDO,acido-acetilsalicilico-100mg-comprimido,No,Si,,MEDICAMENTO,SON´S,Unidad,7502001162976,,,,,,Si,25051290,,01/05/2027,Si,1.00,,0.00,,$ 83.00,$ 21.00,,$ 20.49,No,,,,No,Si
ACIDO ACETILSALICILICO 100MG COMPRIMIDO,acido-acetilsalicilico-100mg-comprimido,No,Si,,MEDICAMENTO,SON´S,Unidad,7502001162976,,,,,,Si,25022516,,01/09/2027,Si,2.00,,0.00,,$ 83.00,$ 21.00,,$ 20.49,No,,,,No,Si
ACICLOVIR 5% CREMA,aciclovir-5-crema,No,Si,LIFERPAL MD,MEDICAMENTO,,Unidad,7501836003294,,,,,,Si,,,,Si,0.00,,,,$ 99.00,$ 20.00,,$ 19.39,No,,,,No,Si
ACICLOVIR 5% CREMA,aciclovir-5-crema_2,No,Si,MAVI,MEDICAMENTO,MAVI,Unidad,785118753597,,,,,,Si,5C0423,,01/03/2027,Si,0.00,,0.00,,$ 99.00,$ 19.00,,$ 18.09,No,,,,No,Si
ACICLOVIR 50MG/1G CREMA ,aciclovir-50mg-1g-crema,No,Si,ARLEX,MEDICAMENTO,,Unidad,7501672690399,,,,,,Si,,,,Si,0.00,,,,$ 99.00,$ 12.00,,$ 11.09,No,,,,No,Si
ACICLOVIR 50MG/1G CREMA ,ziverone-aciclovir-crema-50mg1g,No,Si,RAYERE,MEDICAMENTO,RAYERE,Unidad,7502003389012,,,,,,Si,25170,,01/07/2028,Si,1.00,,0.00,,$ 99.00,$ 34.00,,$ 33.19,No,,,,No,Si
ACICLOVIR 50MG/1G CREMA ,ziverone-aciclovir-crema-50mg1g,No,Si,RAYERE,MEDICAMENTO,RAYERE,Unidad,7502003389012,,,,,,Si,25218,,01/10/2028,Si,1.00,,0.00,,$ 99.00,$ 34.00,,$ 33.19,No,,,,No,Si
ACICLOVIR 400MG TABLETA,aciclovir-400mg-tableta,No,Si,MAVI,MEDICAMENTO,MAVI,Unidad,785120753530,,,,,,Si,5F1031,,01/06/2028,Si,3.00,,0.00,,$ 185.00,$ 72.00,,$ 71.29,No,,,,No,Si
ACICLOVIR 400MG TABLETA,aciclovir-400mg-tableta_2,No,Si,AMSA,MEDICAMENTO,,Unidad,7501349028791,,,,,,Si,,,,Si,0.00,,,,$ 185.00,$ 68.00,,$ 67.99,No,,,,No,Si
ACICLOVIR 200mg  COMPRIMIDO (25),aciclovir-200mg,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573900276,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 12.00,,$ 11.29,No,,,,No,Si
ACICLOVIR 200MG/5ML SUSPENSION,aciclovir-200mg-5ml-suspension,No,Si,RAYERE,MEDICAMENTO,MAVI,Unidad,785118753528,,,,,,Si,5F1069,,01/06/2027,Si,1.00,,0.00,,$ 126.00,$ 45.00,,$ 44.49,No,,,,No,Si
ACETONIDO DE FLUOCINOLONA/ NEOMICINA 0.01G/0.35G/100G CREMA,acetonido-de-fluocinolona-neomicina-0-01g-0-35g-100g-crema,No,Si,SON'S,MEDICAMENTO,,Unidad,7502001166028,,,,,,Si,24103670,,01/10/2026,Si,1.00,,0.00,,$ 104.00,$ 27.00,,$ 26.89,No,,,,No,Si
ACETONIDO DE FLUOCINOLONA/ METRONIDAZOL/ NISTATINA 500MG/100000 UI/ 0.5MG OVULOS,acetonido-de-fluocinolona-metronidazol-nistatina-500mg100000-ui-05mg-ovulos,No,Si,,MEDICAMENTO,SONS,Unidad,7502001164086,,,,,,Si,25061538,,01/06/2027,Si,0.00,,0.00,,$ 160.00,$ 45.00,,$ 44.89,No,,,,No,Si
"ACETONIDO DE FLUOCINOLONA/ METRONIDAZOL/ NISTATINA 0.50MG/500MG/100,000 UI OVULOS",acetonido-de-fluocinolona-metronidazol-nistatina-0-50mg-500mg-100-000-ui-ovulos,No,Si,RUSSEK,MEDICAMENTO,LOEFFLER,Unidad,7502211788935,,,,,,Si,R2504491,,01/04/2027,Si,1.00,,0.00,,$ 160.00,$ 46.00,,$ 45.09,No,,,,No,Si
ACETONIDO DE FLUOCINOLONA 0.01G/100G CREMA,acetonido-de-fluocinolona-001g100g-crema,No,Si,ALPHARMA,MEDICAMENTO,,Unidad,7502226294476,,,,,,Si,,,,Si,0.00,,,,$ 90.00,$ 11.00,,$ 10.39,No,,,,No,Si
ACETILCISTEINA 600MG TABLETA EFERVESCENTE,acetilcisteina-600mg-tableta-efervescente,No,Si,TABLETA EFERVESCENTE,MEDICAMENTO,SERRAL,Unidad,7501258215954,,,,,,Si,014A25,,01/01/2027,Si,5.00,,0.00,,$ 245.00,$ 123.00,,$ 122.00,No,,,,No,Si
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
